"Variabila","IncMSE","IncNodePurity"
"nefolosire_internet",21.8292095600631,2373.64064316102
"nivel_acces_internet",18.5763276075337,1903.43102963649
"participare_social_media",11.6306774518397,688.767387756894
"venit_mediu_gospodarie",10.917990887372,1032.01871794544
"abilitati_digitale",10.6020741526493,889.807768182717
"educatie_superioara",6.30993786004717,645.514601527074
"gini",0.756368403195928,87.1916050500216
