"variable","estimate","std_error","t_value","p_value"
"daily_internet_use",0.408149086147949,0.171388530054764,2.38142590999254,0.0187670373077676
"venit_mediu_gospodarie",0.000268448710695414,0.000131493507906569,2.04153585199169,0.0433191441016301
"gini",10.9546346432325,39.0616469477684,0.280444771258125,0.779603637887373
"educatie_superioara",-0.475522681498854,0.341457881933601,-1.39262470324619,0.166225384710541
"nivel_acces_internet",0.342495252845349,0.178238500349924,1.9215559611024,0.0569564179982473
"nefolosire_internet",-0.0081659991175775,0.267292749106413,-0.0305507693152068,0.975676922158346
