"variable","IncMSE","IncNodePurity"
"nefolosire_internet",25.9537565155705,4597.42762095886
"nivel_acces_internet",22.6273390740388,3506.86768103061
"participare_social_media",15.8308331069033,1011.34242914234
"venit_mediu_gospodarie",14.4709039724257,1853.44060280251
"educatie_superioara",13.3056682914956,1493.52002611936
"gini",6.14692936815811,226.478789018011
