"variable","estimate","std_error","t_value","p_value"
"venit_mediu_gospodarie",0.000157630281433271,7.11402355060946e-05,2.21576833857637,0.0285175827823912
"gini",-28.3569113430361,28.5907376308375,-0.991821607024604,0.323200601991168
"educatie_superioara",0.193108933151523,0.164740470693274,1.17220093119114,0.243345629093875
"nivel_acces_internet",0.221988366549827,0.104870441561111,2.1167868013645,0.0362602508800384
"nefolosire_internet",-1.08061280001436,0.0813289339723684,-13.2869416483622,1.1588865392375e-25
